"","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Comment.on.genus","primary_lifestyle","secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Guild"
"ASV483","ASV483","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV484","ASV484","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","minutissima","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV485","ASV485","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","exigua","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV486","ASV486","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA,"","litter_saprotroph","dung_saprotroph","","","","leaf/fruit/seed,dung","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV487","ASV487","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","globosus","","dung_saprotroph","foliar_endophyte","litter_saprotroph_some_species","foliar_endophyte","","leaf/fruit/seed,dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
"ASV488","ASV488","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","anisopliae","","animal_parasite","animal_decomposer","","","","animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV489","ASV489","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV490","ASV490","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","sericeum","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_smooth","/entoloma","",NA,"Saprotroph"
"ASV491","ASV491","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","laccatum","","arbuscular_mycorrhizal","root-associated","","root_endophyte","","","","","","","filamentous_mycelium","none","none","","","",NA,"Symbiotroph"
"ASV492","ASV492","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","anisopliae","","animal_parasite","animal_decomposer","","","","animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV493","ASV493","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","circinata","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","",NA,"Pathotroph"
"ASV494","ASV494","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV495","ASV495","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV496","ASV496","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","minutissima","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV497","ASV497","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV498","ASV498","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV499","ASV499","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnellula","fuscosanguinea","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV500","ASV500","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV501","ASV501","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnellula","fuscosanguinea","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","",NA,"Saprotroph"
"ASV502","ASV502","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV503","ASV503","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV504","ASV504","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV505","ASV505","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","laibachii","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV506","ASV506","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",NA,"","dung_saprotroph","","","","","dung","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV507","ASV507","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","laccatum","","arbuscular_mycorrhizal","root-associated","","root_endophyte","","","","","","","filamentous_mycelium","none","none","","","",NA,"Symbiotroph"
"ASV508","ASV508","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV509","ASV509","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","opacum","","unspecified_saprotroph","","","","","","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV510","ASV510","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","cyanescens","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","",NA,"Saprotroph"
"ASV511","ASV511","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV512","ASV512","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","carneum","","animal_parasite","animal_decomposer","","","","animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV513","ASV513","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV514","ASV514","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","reshetovae","","litter_saprotroph","nectar/tap_saprotroph","","","","leaf/fruit/seed,sugar-rich_substrates","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","yeast","none","none","","","",NA,"Saprotroph"
"ASV515","ASV515","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV516","ASV516","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","soft_rot","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV517","ASV517","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","xanthocephalus","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","",NA,"Symbiotroph"
"ASV518","ASV518","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","erastii","","wood_saprotroph","","","","","wood","white_rot","partly_aquatic","","","filamentous_mycelium","corticioid","hydnoid","","","",NA,"Saprotroph"
"ASV519","ASV519","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","exigua","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV520","ASV520","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","cyanescens","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","",NA,"Saprotroph"
"ASV521","ASV521","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA,"","litter_saprotroph","root_endophyte","","","","leaf/fruit/seed","","non-aquatic","","angiosperms","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV522","ASV522","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"","dung_saprotroph","","","","","dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
"ASV523","ASV523","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","roseus","","soil_saprotroph","","","","","soil","","partly_aquatic","opportunistic_animal_parasite_G._destructans","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
"ASV524","ASV524","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","hygrophilum","","dung_saprotroph","soil_saprotroph","","","","soil,dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","",NA,"Saprotroph"
"ASV525","ASV525","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV526","ASV526","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV527","ASV527","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV528","ASV528","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","gigantea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","",NA,"Saprotroph"
"ASV529","ASV529","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","",NA,"Symbiotroph"
"ASV530","ASV530","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum","","litter_saprotroph","wood_saprotroph","","root-associated","root_pathogen","wood,leaf/fruit/seed,roots,animal_material","","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV531","ASV531","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","soft_rot","partly_aquatic","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV532","ASV532","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV533","ASV533","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV534","ASV534","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV535","ASV535","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV536","ASV536","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV537","ASV537","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV538","ASV538","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","arrhizus","","soil_saprotroph","plant_pathogen","","","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil","mold","non-aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV539","ASV539","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","marchalianum","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","",NA,"Saprotroph"
"ASV540","ASV540","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV541","ASV541","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV542","ASV542","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella",NA,"","soil_saprotroph","animal_parasite","","root_endophyte_dark_septate","root-associated","soil,animal_material","","partly_freshwater_(partly_non-aquatic)","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","",NA,"Saprotroph"
"ASV543","ASV543","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces",NA,"","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","",NA,"Saprotroph"
"ASV544","ASV544","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"","unspecified","","","","","","","freshwater","","","yeast","none","none","","","",NA,"Unknown"
"ASV545","ASV545","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV546","ASV546","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV547","ASV547","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV548","ASV548","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV549","ASV549","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV550","ASV550","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","lobatum","","plant_pathogen","wood_saprotroph","","","wood_pathogen","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","poroid","","","",NA,"Pathotroph"
"ASV551","ASV551","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV552","ASV552","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV553","ASV553","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"","unspecified","","","","","","","freshwater","","","yeast","none","none","","","",NA,"Unknown"
"ASV554","ASV554","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"","unspecified","","","","","","","freshwater","","","yeast","none","none","","","",NA,"Unknown"
"ASV555","ASV555","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","albocyaneus","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","",NA,"Symbiotroph"
"ASV556","ASV556","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV557","ASV557","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Emericellopsis","minima","","soil_saprotroph","","","","","soil","","","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV558","ASV558","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV559","ASV559","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","ramotenellum","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV560","ASV560","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV561","ASV561","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV562","ASV562","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV563","ASV563","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV564","ASV564","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV565","ASV565","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV566","ASV566","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV567","ASV567","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",NA,"","plant_pathogen","wood_saprotroph","","","wood_pathogen","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","poroid","","","",NA,"Pathotroph"
"ASV568","ASV568","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV569","ASV569","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV570","ASV570","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV571","ASV571","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Emericellopsis","minima","","soil_saprotroph","","","","","soil","","","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV572","ASV572","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","acutatum","","plant_pathogen","litter_saprotroph","hypervariable,_saprotroph,_pathogen,damping-off_pathogen","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil,animal_material","soft_rot","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","",NA,"Pathotroph"
"ASV573","ASV573","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","",NA,"Symbiotroph"
"ASV574","ASV574","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV575","ASV575","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV576","ASV576","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV577","ASV577","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","aquaticus","","wood_saprotroph","","","no_endophytic_capacity","","wood","","freshwater","","","filamentous_mycelium","other","","","","",NA,"Saprotroph"
"ASV578","ASV578","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV579","ASV579","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","nunavutica","","plant_pathogen","","","no_endophytic_capacity","leaf/fruit/seed_pathogen","","","partly_aquatic","","Poaceae","dimorphic_yeast","smut","other","","","",NA,"Pathotroph"
"ASV580","ASV580","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV581","ASV581","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","dulcitum","","soil_saprotroph","","","","","soil","","partly_aquatic","","","yeast","none","none","","","",NA,"Saprotroph"
"ASV582","ASV582","Fungi","Ascomycota","Lichinomycetes","Lichinales","Lichinaceae","Phylliscum",NA,"","lichenized","","","","","","","non-aquatic","","","thallus_photosynthetic","apothecium_(hymenium_on_surface)","smooth","","","cyanobacterial",NA,"Symbiotroph"
"ASV583","ASV583","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","rosae","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)","closed","","","",NA,"Pathotroph"
"ASV584","ASV584","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV585","ASV585","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
"ASV586","ASV586","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","",NA,"Saprotroph"
"ASV587","ASV587","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","chartarum","","wood_saprotroph","litter_saprotroph","","","","wood,leaf/fruit/seed","soft_rot","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","",NA,"Saprotroph"
"ASV588","ASV588","Fungi","Rozellomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown"
